State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(R31) Total IG Revenue,(E001) Total Expenditure,(E002) Total IG Expenditure,(E013) General Expenditure
Texas,2000,"120,665,917","102,090,272","95,539,213","76,963,568","52,226,535","18,575,645","109,634,090",0,"95,761,974"
Texas,2002,"113,816,982","90,902,275","108,927,429","86,012,722","58,980,508","22,914,707","129,635,627",0,"111,365,777"
Texas,2004,"153,611,993","125,919,951","123,893,330","96,201,288","64,700,088","27,692,042","144,689,584",0,"123,866,600"
Texas,2005,"162,806,313","133,975,109","132,044,414","103,213,210","69,153,180","28,831,204","151,960,250",0,"131,230,511"
Texas,2006,"177,114,769","146,033,577","144,786,784","113,705,592","75,606,156","31,081,192","161,086,427","136,186","138,952,654"
Texas,2007,"194,800,324","163,768,832","154,810,887","123,779,395","81,990,892","31,031,492","171,197,846",0,"147,441,667"
Texas,2008,"171,630,060","138,569,649","164,137,936","131,077,525","87,194,216","33,060,411","190,625,065",0,"164,168,049"
Texas,2009,"171,739,630","133,289,306","169,009,749","130,559,425","88,009,010","38,450,324","203,950,009",0,"174,030,327"
Texas,2010,"209,930,381","164,739,123","174,835,044","129,643,786","87,360,182","45,191,258","218,807,086",0,"183,099,793"
Texas,2011,"224,865,846","178,273,649","181,906,731","135,314,534","91,311,914","46,592,197","221,155,931",0,"185,608,100"
Texas,2012,"212,050,073","175,617,938","179,321,806","142,889,671","97,115,777","36,432,135","218,287,685",0,"182,829,698"
Texas,2013,"233,292,946","196,371,853","188,489,401","151,568,308","103,017,929","36,921,093","220,736,081",0,"185,862,229"
Texas,2014,"253,112,113","214,549,835","198,557,064","159,994,786","109,078,375","38,562,278","230,700,794",0,"195,686,232"
Texas,2015,"235,372,235","194,061,938","206,358,139","165,047,842","113,315,727","41,310,297","241,188,809",0,"204,929,028"
Texas,2016,"247,566,135","202,477,744","212,311,356","167,222,965","113,466,958","45,088,391","251,601,569",0,"214,444,070"
Texas,2017,"276,130,213","230,254,465","222,187,742","176,311,994","117,946,348","45,875,748","263,482,207",0,"225,815,229"
Texas,2018,"292,191,923","244,050,363","238,189,382","190,047,822","128,430,061","48,141,560","277,956,036",0,"239,379,493"
Utah,2000,"14,953,608","12,781,700","11,207,689","9,035,781","5,873,126","2,171,908","13,044,481",611,"11,013,141"
Utah,2002,"13,788,726","11,175,706","12,499,430","9,886,410","6,026,142","2,613,020","15,523,271",336,"12,860,977"
Utah,2004,"18,916,689","15,695,408","13,833,550","10,612,269","6,621,225","3,221,281","16,706,672",474,"13,906,949"
Utah,2005,"19,182,905","15,988,986","15,010,442","11,816,523","7,320,921","3,193,919","17,247,138",29,"14,499,365"
Utah,2006,"20,773,341","17,255,696","16,784,774","13,267,129","8,274,026","3,517,645","18,507,509","8,337","15,600,049"
Utah,2007,"23,387,596","19,907,809","18,286,266","14,806,479","9,091,096","3,479,787","19,981,778",0,"16,747,679"
Utah,2008,"22,981,370","19,138,476","18,940,404","15,097,510","9,371,665","3,842,894","22,198,697",0,"18,710,916"
Utah,2009,"16,533,627","12,190,369","18,766,627","14,423,369","8,871,506","4,343,258","24,040,359",0,"19,767,242"
Utah,2010,"24,148,567","19,092,150","19,443,324","14,386,907","8,661,944","5,056,417","24,552,266",0,"19,742,656"
Utah,2011,"25,369,618","20,402,558","20,287,924","15,320,864","9,259,672","4,967,060","24,972,979",0,"20,387,665"
Utah,2012,"24,195,493","19,020,642","20,841,403","15,666,552","9,604,201","5,174,851","25,852,787",0,"21,490,058"
Utah,2013,"27,396,445","22,561,253","21,389,175","16,553,983","10,212,468","4,835,192","25,681,353",0,"21,525,944"
Utah,2014,"28,243,449","23,478,393","21,943,392","17,178,336","10,343,633","4,765,056","25,672,441",0,"21,277,553"
Utah,2015,"27,977,602","23,267,182","22,964,850","18,254,430","10,979,754","4,710,420","26,724,492",0,"22,558,829"
Utah,2016,"27,788,917","23,066,705","24,107,939","19,385,727","11,639,639","4,722,212","28,056,194",0,"23,939,328"
Utah,2017,"31,772,993","26,781,445","26,194,595","21,203,047","12,667,516","4,991,548","30,235,376",4,"26,090,464"
Utah,2018,"36,370,261","31,057,649","29,055,557","23,742,945","14,454,952","5,312,612","32,488,335",3,"28,014,582"
Vermont,2000,"4,018,646","3,115,397","3,496,950","2,593,701","1,875,546","903,249","3,765,713","9,681","3,455,980"
Vermont,2002,"4,045,603","2,958,497","3,857,389","2,770,283","1,965,132","1,087,106","4,218,112","9,889","3,814,883"
Vermont,2004,"5,265,774","3,897,082","4,568,694","3,200,002","2,286,183","1,368,692","4,812,173",461,"4,398,147"
Vermont,2005,"5,392,814","4,079,633","4,824,677","3,511,496","2,574,761","1,313,181","5,172,243",628,"4,722,286"
Vermont,2006,"5,731,946","4,376,733","5,112,044","3,756,831","2,753,192","1,355,213","5,371,822","6,996","4,901,708"
Vermont,2007,"6,370,683","4,938,554","5,478,421","4,046,292","2,937,357","1,432,129","5,805,833",102,"5,271,879"
Vermont,2008,"6,083,481","4,607,150","5,556,998","4,080,667","2,932,342","1,476,331","6,065,792",166,"5,467,209"
Vermont,2009,"5,537,498","3,893,241","5,766,652","4,122,395","2,946,088","1,644,257","6,373,365",76,"5,693,427"
Vermont,2010,"7,016,282","5,037,801","6,136,132","4,157,651","2,952,993","1,978,481","6,781,156",26,"5,927,311"
Vermont,2011,"7,572,355","5,457,773","6,460,132","4,345,550","3,138,705","2,114,582","6,913,714",0,"6,180,017"
Vermont,2012,"6,866,094","4,883,266","6,307,005","4,324,177","3,185,370","1,982,828","7,089,172",0,"6,379,413"
Vermont,2013,"7,404,430","5,434,134","6,489,166","4,518,870","3,318,115","1,970,296","7,231,139",0,"6,538,946"
Vermont,2014,"7,739,387","5,697,449","6,755,345","4,713,407","3,512,931","2,041,938","7,534,817",0,"6,769,324"
Vermont,2015,"7,615,232","5,394,273","7,069,378","4,848,419","3,630,728","2,220,959","7,756,592",0,"7,019,180"
Vermont,2016,"7,809,095","5,559,829","7,190,125","4,940,859","3,711,771","2,249,266","7,979,012",0,"7,231,548"
Vermont,2017,"8,218,305","6,174,511","7,120,142","5,076,348","3,800,484","2,043,794","7,962,394",0,"7,193,804"
Vermont,2018,"8,363,695","6,193,296","7,444,998","5,274,598","3,961,932","2,170,400","8,300,824",0,"7,517,205"
Virginia,2000,"44,174,553","39,165,020","35,433,606","30,424,073","21,082,951","5,009,533","38,092,479",421,"34,727,515"
Virginia,2002,"38,780,385","32,545,539","39,026,171","32,791,325","22,131,246","6,234,846","43,687,513","2,152","39,269,077"
Virginia,2004,"54,078,178","47,027,458","43,745,580","36,694,860","25,002,305","7,050,720","47,782,335","1,331","42,937,810"
Virginia,2005,"56,657,747","49,823,800","47,347,470","40,513,523","27,659,186","6,833,947","51,529,114","1,615","46,539,401"
Virginia,2006,"61,743,729","54,608,610","51,376,494","44,241,375","30,155,072","7,135,119","55,853,093","48,364","50,438,406"
Virginia,2007,"70,456,811","62,988,752","54,903,047","47,434,988","32,371,615","7,468,059","59,045,254",691,"53,143,621"
Virginia,2008,"58,165,871","50,168,765","56,486,532","48,489,426","32,617,104","7,997,106","63,325,231",763,"57,246,789"
Virginia,2009,"46,826,787","38,188,802","55,781,726","47,143,741","31,427,941","8,637,985","65,256,658","2,058","58,132,072"
Virginia,2010,"71,093,344","60,400,210","58,513,289","47,820,155","31,356,049","10,693,134","67,672,601","2,410","59,470,138"
Virginia,2011,"76,497,579","64,946,119","60,967,390","49,415,930","32,514,503","11,551,460","69,361,736",574,"61,168,384"
Virginia,2012,"67,456,925","56,466,824","61,541,095","50,550,994","33,281,113","10,990,101","71,330,848","1,540","62,616,828"
Virginia,2013,"77,699,409","66,460,970","63,998,607","52,760,168","34,725,689","11,238,439","73,751,231","1,312","64,836,015"
Virginia,2014,"81,057,467","69,854,922","65,065,448","53,862,903","35,027,339","11,202,545","75,621,799",858,"66,683,764"
Virginia,2015,"78,617,973","67,475,539","68,965,853","57,823,419","37,367,164","11,142,434","78,134,213","1,908","68,969,396"
Virginia,2016,"79,074,530","67,635,582","70,756,015","59,317,067","38,366,244","11,438,948","80,899,053",425,"71,279,715"
Virginia,2017,"89,169,549","77,391,098","73,874,667","62,096,216","40,544,398","11,778,451","83,856,284",14,"73,665,793"
Virginia,2018,"87,200,660","75,615,196","77,554,150","65,968,685","42,432,026","11,585,465","86,823,129",135,"76,294,972"
Washington,2000,"46,371,508","40,543,985","33,426,077","27,598,554","18,733,865","5,827,523","41,794,000","8,158","33,483,319"
Washington,2002,"42,123,922","35,082,326","36,344,961","29,303,365","19,513,503","7,041,596","50,431,244","11,423","38,657,142"
Washington,2004,"54,566,467","46,828,027","39,586,860","31,848,420","21,424,928","7,738,440","54,357,830","11,658","42,631,151"
Washington,2005,"57,509,924","49,173,293","42,193,744","33,857,113","22,968,962","8,336,631","55,800,229","3,974","43,950,463"
Washington,2006,"63,032,457","54,246,409","46,000,344","37,214,296","25,142,190","8,786,048","56,510,914","45,160","45,143,416"
Washington,2007,"71,996,843","63,081,299","49,861,566","40,946,022","27,535,601","8,915,544","62,129,148","4,870","49,492,315"
Washington,2008,"63,025,517","53,710,535","52,455,822","43,140,840","28,555,821","9,314,982","66,530,241","4,417","53,431,948"
Washington,2009,"51,019,324","40,044,536","53,224,894","42,250,106","27,168,052","10,974,788","72,488,406","5,129","57,422,573"
Washington,2010,"71,622,880","59,050,592","54,593,746","42,021,458","27,067,270","12,572,288","75,167,279","4,853","57,225,466"
Washington,2011,"78,340,816","65,952,808","56,490,228","44,102,220","28,791,553","12,388,008","75,428,147","4,941","58,214,295"
Washington,2012,"69,547,231","57,911,342","56,804,587","45,168,698","29,448,541","11,635,889","74,928,968","4,027","58,233,525"
Washington,2013,"78,644,203","67,146,192","58,798,586","47,300,575","30,857,418","11,498,011","73,208,833","4,404","57,524,276"
Washington,2014,"86,312,385","73,348,621","62,628,376","49,664,612","32,230,174","12,963,764","77,626,252","3,757","61,595,270"
Washington,2015,"82,524,930","67,998,302","66,901,707","52,375,079","34,198,797","14,526,628","82,180,083","5,916","66,281,430"
Washington,2016,"85,279,112","70,276,112","71,233,446","56,230,446","36,858,765","15,003,000","86,684,449","4,483","70,331,424"
Washington,2017,"100,647,109","84,959,666","77,197,666","61,510,223","39,654,344","15,687,443","91,977,169",0,"74,757,281"
Washington,2018,"108,171,369","92,379,090","82,736,904","66,944,625","43,774,711","15,792,279","96,712,103",0,"78,738,169"
West Virginia,2000,"10,759,754","8,270,433","9,054,638","6,565,317","4,362,304","2,489,321","9,990,456",0,"8,711,374"
West Virginia,2002,"11,374,682","8,373,621","10,136,678","7,135,617","4,653,619","3,001,061","11,957,983",0,"9,872,001"
West Virginia,2004,"13,596,442","10,093,761","11,405,474","7,902,793","4,967,505","3,502,681","12,201,294","9,899","10,613,530"
West Virginia,2005,"14,586,656","11,037,503","12,192,100","8,642,947","5,550,871","3,549,153","12,109,660",0,"10,962,486"
West Virginia,2006,"14,043,727","10,643,728","12,672,267","9,272,268","5,872,143","3,399,999","12,377,056","9,592","11,444,264"
West Virginia,2007,"15,317,561","11,901,001","13,212,126","9,795,566","6,078,744","3,416,560","12,993,300",0,"11,772,325"
West Virginia,2008,"13,674,989","10,291,822","13,504,309","10,121,142","6,423,352","3,383,167","13,614,864",0,"12,363,368"
West Virginia,2009,"14,258,617","10,349,628","14,052,314","10,143,325","6,484,573","3,908,989","14,567,256",0,"13,132,753"
West Virginia,2010,"16,993,364","12,384,807","14,736,113","10,127,556","6,572,920","4,608,557","15,684,648",0,"13,731,910"
West Virginia,2011,"18,725,223","13,796,235","15,776,042","10,847,054","6,972,845","4,928,988","16,383,046",0,"14,448,774"
West Virginia,2012,"17,031,593","12,514,354","15,825,039","11,307,800","7,061,648","4,517,239","16,483,223",0,"14,567,036"
West Virginia,2013,"18,230,024","13,775,743","15,519,538","11,065,257","7,215,252","4,454,281","16,583,062",0,"14,675,896"
West Virginia,2014,"18,867,153","14,414,236","15,497,962","11,045,045","7,309,614","4,452,917","16,668,678",0,"14,744,810"
West Virginia,2015,"17,382,828","12,749,723","15,855,713","11,222,608","7,523,539","4,633,105","17,573,509",0,"15,687,219"
West Virginia,2016,"16,985,026","12,144,709","15,913,176","11,072,859","7,241,918","4,840,317","18,367,067",0,"16,226,948"
West Virginia,2017,"19,691,680","14,479,122","16,468,760","11,256,202","7,199,045","5,212,558","18,268,992",0,"16,168,335"
West Virginia,2018,"19,262,175","14,180,903","16,721,806","11,640,534","7,556,370","5,081,272","18,356,079",0,"16,257,116"
California,2000,"270,380,221","231,904,246","208,373,379","169,897,404","120,067,581","38,475,975","236,644,591","2,529,043","198,296,453"
California,2002,"250,724,771","202,475,056","226,644,021","178,394,306","120,424,066","48,249,715","293,328,276","2,876,057","238,406,755"
California,2004,"358,260,676","305,226,281","250,206,389","197,171,994","134,042,103","53,034,395","328,478,435","3,422,901","263,970,401"
California,2005,"381,059,228","326,161,131","270,885,395","215,987,298","146,674,603","54,898,097","342,546,160","3,447,852","278,534,862"
California,2006,"410,423,098","354,021,529","298,939,927","242,538,358","170,045,489","56,401,569","363,314,311","3,663,047","295,482,010"
California,2007,"472,215,811","416,870,925","314,673,340","259,328,454","179,869,827","55,344,886","390,084,376","3,550,225","317,164,946"
California,2008,"352,118,411","294,415,521","325,938,702","268,235,812","186,015,376","57,702,890","412,952,032","3,639,126","335,491,634"
California,2009,"235,012,700","167,964,000","319,737,124","252,688,424","171,150,903","67,048,700","429,363,536","3,610,709","344,342,254"
California,2010,"453,354,349","379,685,120","328,011,744","254,342,515","175,027,590","73,669,229","432,362,533","2,878,157","342,047,298"
California,2011,"521,092,241","445,296,666","345,681,364","269,885,789","187,928,951","75,795,575","456,361,143","2,880,452","355,937,259"
California,2012,"399,990,808","334,792,176","329,766,201","264,567,569","183,322,368","65,198,632","449,292,120","2,760,499","351,820,495"
California,2013,"493,823,235","428,267,659","351,758,615","286,203,039","203,365,115","65,555,576","456,010,824","2,775,752","358,806,611"
California,2014,"542,501,678","471,738,198","369,798,158","299,034,678","211,201,836","70,763,480","474,923,992","2,785,715","374,289,499"
California,2015,"503,676,113","412,291,549","413,985,810","322,601,246","228,842,938","91,384,564","514,882,148","2,786,881","413,364,620"
California,2016,"511,974,138","409,347,955","444,254,874","341,628,691","238,493,453","102,626,183","550,055,846","2,811,529","447,708,147"
California,2017,"619,055,861","517,896,583","457,114,840","355,955,562","247,669,534","101,159,278","567,547,502","2,886,443","459,575,168"
California,2018,"658,001,851","545,179,777","503,963,042","391,140,968","273,199,948","112,822,074","601,387,191","2,931,228","488,784,116"
Wisconsin,2000,"43,002,778","37,943,750","30,571,703","25,512,675","18,546,574","5,059,028","34,558,971","101,459","30,863,527"
Wisconsin,2002,"31,424,054","24,968,438","32,555,386","26,099,770","18,609,916","6,455,616","39,261,767",0,"34,003,403"
Wisconsin,2004,"48,807,424","41,545,398","35,637,492","28,375,466","20,440,988","7,262,026","42,477,302",0,"36,780,820"
Wisconsin,2005,"48,235,097","41,134,506","36,720,655","29,620,064","21,403,526","7,100,591","43,146,484",0,"37,723,710"
Wisconsin,2006,"47,958,813","40,833,560","38,361,645","31,236,392","22,293,077","7,125,253","45,311,450","26,501","39,434,688"
Wisconsin,2007,"56,071,375","48,901,101","40,066,854","32,896,580","23,321,799","7,170,274","46,692,309",0,"40,490,581"
Wisconsin,2008,"41,507,003","34,121,472","41,797,032","34,411,501","24,192,266","7,385,531","49,302,771",0,"42,464,533"
Wisconsin,2009,"23,264,731","14,104,993","44,253,152","35,093,414","24,541,802","9,159,738","52,790,390",0,"44,792,770"
Wisconsin,2010,"66,290,788","55,456,775","45,995,436","35,161,423","24,811,694","10,834,013","55,838,979",0,"46,313,491"
Wisconsin,2011,"62,969,064","51,949,810","47,539,727","36,520,473","25,843,414","11,019,254","56,892,801",0,"47,927,485"
Wisconsin,2012,"50,993,281","41,535,453","45,584,468","36,126,640","25,480,374","9,457,828","55,630,720",0,"47,084,223"
Wisconsin,2013,"63,879,235","54,368,939","46,826,549","37,316,253","26,424,600","9,510,296","55,498,470",0,"47,205,622"
Wisconsin,2014,"64,739,352","55,153,048","47,180,737","37,594,433","26,383,845","9,586,304","58,217,227",0,"49,617,396"
Wisconsin,2015,"58,953,454","49,183,757","48,109,746","38,340,049","26,834,807","9,769,697","59,174,093",0,"51,021,463"
Wisconsin,2016,"53,990,652","44,199,067","49,372,903","39,581,318","27,620,213","9,791,585","59,452,835",0,"51,083,613"
Wisconsin,2017,"64,131,569","54,191,936","50,976,032","41,036,399","28,339,499","9,939,633","62,558,256",0,"54,106,427"
Wisconsin,2018,"73,579,069","63,694,545","51,917,721","42,033,197","29,142,859","9,884,524","63,358,439",0,"54,647,100"
Wyoming,2000,"7,029,949","6,138,995","3,554,495","2,663,541","1,504,660","890,954","3,743,108","1,331","3,331,018"
Wyoming,2002,"4,346,263","3,159,080","4,236,875","3,049,692","1,818,368","1,187,183","4,337,409",0,"3,853,458"
Wyoming,2004,"6,327,378","4,888,293","5,120,931","3,681,846","2,245,265","1,439,085","5,076,956",0,"4,531,413"
Wyoming,2005,"7,269,200","5,356,395","6,155,868","4,243,063","2,645,627","1,912,805","5,619,395",0,"5,054,558"
Wyoming,2006,"8,132,891","6,056,727","7,059,775","4,983,611","3,137,153","2,076,164","5,973,697","2,376","5,372,984"
Wyoming,2007,"8,536,971","6,658,856","7,117,844","5,239,729","3,246,724","1,878,115","6,715,774",0,"6,039,411"
Wyoming,2008,"9,383,548","7,292,339","8,136,188","6,044,979","3,700,298","2,091,209","7,519,707",0,"6,801,489"
Wyoming,2009,"7,491,885","5,277,405","8,577,551","6,363,071","4,069,077","2,214,480","8,363,534",44,"7,490,560"
Wyoming,2010,"10,175,886","7,944,208","8,171,892","5,940,214","3,520,630","2,231,678","8,720,469","25,502","7,623,157"
Wyoming,2011,"10,253,907","7,908,767","8,624,072","6,278,932","3,673,846","2,345,140","8,670,778","21,711","7,544,621"
Wyoming,2012,"10,410,084","7,074,418","9,505,129","6,169,463","3,529,503","3,335,666","9,114,357","15,373","8,098,204"
Wyoming,2013,"11,333,034","8,195,165","9,284,174","6,146,305","3,343,829","3,137,869","9,144,822","6,269","8,067,650"
Wyoming,2014,"11,355,931","8,153,829","9,530,586","6,328,484","3,554,191","3,202,102","9,340,569","18,955","8,188,601"
Wyoming,2015,"11,242,016","8,124,192","9,808,691","6,690,867","3,656,470","3,117,824","9,918,646","19,863","8,735,846"
Wyoming,2016,"9,767,243","6,944,451","8,714,493","5,891,701","3,166,731","2,822,792","10,332,003","20,475","9,099,107"
Wyoming,2017,"10,243,680","7,521,575","8,721,843","5,999,738","2,808,864","2,722,105","10,358,661","23,019","9,088,610"
Wyoming,2018,"10,846,426","8,332,383","8,714,062","6,200,018","2,931,788","2,514,044","10,126,314","33,620","8,889,366"
Colorado,2000,"29,603,248","25,891,764","23,435,630","19,724,146","13,216,188","3,711,484","26,173,055","3,484","22,530,740"
Colorado,2002,"26,325,240","22,056,550","26,165,862","21,897,172","13,900,024","4,268,690","32,392,555","3,550","27,236,499"
Colorado,2004,"38,693,384","33,490,610","28,078,081","22,875,307","14,581,562","5,202,774","34,376,676","2,920","28,408,128"
Colorado,2005,"38,915,310","33,812,291","29,773,654","24,670,635","15,682,623","5,103,019","35,062,805","4,701","28,962,728"
Colorado,2006,"41,205,216","35,872,057","32,683,591","27,350,432","17,279,565","5,333,159","37,111,809","33,070","30,818,193"
Colorado,2007,"46,668,994","40,957,577","35,305,095","29,593,678","18,599,328","5,711,417","40,319,424","3,236","33,401,988"
Colorado,2008,"47,160,741","41,322,928","37,318,758","31,480,945","19,589,003","5,837,813","42,763,993","4,173","35,820,690"
Colorado,2009,"29,224,089","23,019,323","37,242,766","31,038,000","19,417,917","6,204,766","45,694,301","4,373","37,532,210"
Colorado,2010,"49,259,855","42,361,911","37,769,902","30,871,958","19,477,775","6,897,944","48,630,069","3,037","38,649,145"
Colorado,2011,"51,852,572","43,552,748","40,573,195","32,273,371","20,383,941","8,299,824","49,612,088","2,734","39,563,860"
Colorado,2012,"47,354,294","39,697,530","40,728,002","33,071,238","21,163,355","7,656,764","49,719,340","3,235","39,770,136"
Colorado,2013,"54,734,901","46,969,504","42,658,799","34,893,402","22,480,089","7,765,397","50,450,874","3,005","40,441,515"
Colorado,2014,"57,093,755","48,753,376","44,473,053","36,132,674","23,345,815","8,340,379","53,650,912","3,536","43,636,905"
Colorado,2015,"55,340,011","46,301,058","46,278,653","37,239,700","24,641,731","9,038,953","55,219,433","1,699","45,065,667"
Colorado,2016,"55,105,506","45,490,503","48,398,207","38,783,204","25,712,268","9,615,003","57,851,779","4,781","47,393,092"
Colorado,2017,"61,952,242","52,086,706","51,828,966","41,963,430","27,539,587","9,865,536","60,907,878","2,016","50,388,512"
Colorado,2018,"71,200,622","60,862,643","55,571,483","45,233,505","30,027,219","10,337,978","64,617,117","1,987","53,989,030"
Connecticut,2000,"25,828,327","22,154,670","23,108,452","19,434,795","15,651,070","3,673,657","24,011,246",0,"21,419,546"
Connecticut,2002,"24,831,156","20,791,799","22,805,192","18,765,835","15,124,928","4,039,357","27,591,660",0,"24,198,952"
Connecticut,2004,"28,766,835","24,524,448","25,358,930","21,116,543","17,220,114","4,242,387","28,924,967",0,"25,106,462"
Connecticut,2005,"30,490,099","26,090,770","27,559,691","23,160,362","18,896,812","4,399,329","29,631,074",0,"25,873,824"
Connecticut,2006,"33,648,282","28,946,628","29,037,799","24,336,145","19,873,583","4,701,654","31,472,666","44,837","27,499,977"
Connecticut,2007,"37,472,215","32,912,524","30,819,154","26,259,463","21,562,555","4,559,691","32,738,955",0,"28,449,660"
Connecticut,2008,"32,656,080","27,925,310","31,842,418","27,111,648","22,514,837","4,730,770","35,150,823",0,"30,491,523"
Connecticut,2009,"28,904,407","22,953,354","32,042,946","26,091,893","21,288,200","5,951,053","37,615,438",0,"32,049,091"
Connecticut,2010,"39,427,477","32,678,524","33,173,863","26,424,910","21,659,726","6,748,953","39,310,557","61,780","32,116,080"
Connecticut,2011,"42,527,723","35,383,990","35,317,326","28,173,593","23,256,981","7,143,733","40,406,856",0,"33,097,701"
Connecticut,2012,"40,065,044","33,393,359","36,888,983","30,217,298","25,019,497","6,671,685","40,444,776",0,"33,576,510"
Connecticut,2013,"44,428,745","37,614,319","37,846,901","31,032,475","25,842,236","6,814,426","40,544,778",0,"33,899,938"
Connecticut,2014,"45,460,754","38,284,790","38,742,491","31,566,527","26,054,906","7,175,964","42,400,256",0,"35,818,456"
Connecticut,2015,"43,346,308","35,750,729","39,664,307","32,068,728","26,563,536","7,595,579","40,154,113",0,"33,602,379"
Connecticut,2016,"42,801,774","34,799,097","39,865,450","31,862,773","26,318,638","8,002,677","41,772,915",0,"34,774,492"
Connecticut,2017,"49,474,874","41,378,454","41,277,609","33,181,189","27,643,076","8,096,420","41,080,670",0,"33,959,578"
Connecticut,2018,"49,665,298","41,894,766","43,500,741","35,730,209","30,190,274","7,770,532","41,791,755",0,"34,435,674"
Delaware,2000,"6,223,665","5,393,186","5,203,207","4,372,728","2,618,628","830,479","5,153,049",976,"4,691,627"
Delaware,2002,"5,812,871","4,852,666","5,440,805","4,480,600","2,687,098","960,205","5,945,576","1,021","5,356,008"
Delaware,2004,"7,124,618","6,032,600","6,271,897","5,179,879","2,994,328","1,092,018","6,921,977","1,018","6,191,907"
Delaware,2005,"7,636,707","6,452,275","6,641,589","5,457,157","3,277,387","1,184,432","7,595,278","1,080","6,845,394"
Delaware,2006,"8,473,853","7,232,712","7,224,161","5,983,020","3,618,436","1,241,141","8,299,296","6,297","7,472,769"
Delaware,2007,"9,243,796","7,981,518","7,651,020","6,388,742","3,655,136","1,262,278","8,705,975","1,010","7,754,120"
Delaware,2008,"8,405,064","7,062,553","7,891,251","6,548,740","3,719,362","1,342,511","9,072,548","1,062","8,075,892"
Delaware,2009,"7,462,899","5,872,951","8,059,633","6,469,685","3,616,233","1,589,948","9,362,274","1,041","8,196,336"
Delaware,2010,"9,830,527","7,766,381","8,606,789","6,542,643","3,617,955","2,064,146","9,745,138","1,093","8,403,806"
Delaware,2011,"11,062,529","9,141,352","8,727,991","6,806,814","3,900,943","1,921,177","9,916,478","1,073","8,602,840"
Delaware,2012,"9,775,661","7,872,974","8,762,990","6,860,303","4,127,892","1,902,687","10,151,774",740,"8,822,278"
Delaware,2013,"10,954,394","8,961,115","9,261,995","7,268,716","4,251,578","1,993,279","10,525,974",956,"9,183,870"
Delaware,2014,"11,273,143","9,148,176","9,098,734","6,973,767","4,123,817","2,124,967","10,796,183","1,003","9,404,185"
Delaware,2015,"10,307,049","8,330,416","9,156,174","7,179,541","4,502,556","1,976,633","10,820,667",916,"9,510,617"
Delaware,2016,"10,284,816","8,037,520","9,678,193","7,430,897","4,532,432","2,247,296","11,268,907",252,"9,939,057"
Delaware,2017,"11,960,146","9,505,385","10,172,785","7,718,024","4,678,330","2,454,761","12,145,794","1,026","10,818,265"
Delaware,2018,"12,732,125","10,090,698","10,933,582","8,292,155","5,333,406","2,641,427","12,279,846","1,406","10,909,812"
DC,2000,"6,383,054","4,635,118","5,732,436","3,984,500","3,215,766","1,747,936","6,526,972",0,"5,151,970"
DC,2002,"7,351,982","4,511,888","6,922,336","4,082,242","3,227,909","2,840,094","7,832,123",0,"6,179,613"
DC,2004,"8,876,006","6,125,876","7,687,565","4,937,435","3,960,970","2,750,130","8,441,919",0,"6,672,091"
DC,2005,"10,046,167","7,250,999","8,300,048","5,504,880","4,228,727","2,795,168","8,946,894",0,"7,120,148"
DC,2006,"11,122,148","8,060,637","9,214,666","6,153,155","4,560,694","3,061,511","10,148,361",0,"8,061,473"
DC,2007,"11,388,843","8,389,819","9,746,597","6,747,573","5,192,190","2,999,024","10,594,708",0,"8,490,396"
DC,2008,"11,788,628","8,777,640","10,022,696","7,011,708","5,397,980","3,010,988","12,957,613",0,"10,685,720"
DC,2009,"9,644,935","6,175,040","9,752,673","6,282,778","5,013,075","3,469,895","12,620,206",0,"10,137,626"
DC,2010,"11,644,004","7,717,685","10,330,632","6,404,313","5,029,797","3,926,319","13,682,059",0,"10,780,681"
DC,2011,"13,236,779","9,098,640","11,132,991","6,994,852","5,413,507","4,138,139","13,934,011",0,"10,678,196"
DC,2012,"12,619,814","9,145,578","11,177,582","7,703,346","5,960,747","3,474,236","13,797,315",0,"10,765,049"
DC,2013,"14,098,110","10,115,685","11,959,388","7,976,963","6,180,879","3,982,425","14,945,597",0,"11,556,724"
DC,2014,"14,746,531","10,956,765","11,974,505","8,184,739","6,379,567","3,789,766","15,234,732",0,"11,788,188"
DC,2015,"15,059,488","10,851,835","13,141,720","8,934,067","7,115,081","4,207,653","15,705,670",0,"12,388,397"
DC,2016,"14,628,056","10,144,136","13,612,630","9,128,710","7,418,773","4,483,920","16,593,661",0,"12,770,520"
DC,2017,"15,246,203","11,268,661","13,250,136","9,272,594","7,625,071","3,977,542","18,915,760",0,"13,644,011"
DC,2018,"15,915,117","12,055,074","13,447,948","9,587,905","7,935,059","3,860,043","18,960,182",0,"14,324,343"
