dcplanid,state,planname,fy,year_est,ppd_id,planname_db,primary,cashbalance,hybrid,mandatory_default,plantype,eligible_eegroups,actives,inactives,members_total,assets,investmentoptions,eq_avg,ee_contrate_mandatory,ee_contrate_max,ee_contrate_verbatim,er_contrate_matchrate,er_contrate_fixedrate,er_contrate_verbatim,conts_ee,conts_er,coveredpayroll,er_contrate_match,er_contrate_fixed,Column1
66,CO,Colorado PERA Defined Contribution Plan,2019,2006,,,1,,,0,401(a),"State employees, certain community college employees, local government division members, and state university employees hired after January 1, 2006 ",,,6939,266178,,,,,State Division: 8.75%; Local Government Division:8.0%; Safety Officers: 10.75%,,,"Employer contributions vary by year, and are published a year in advance.",12697,15184,,,,
66,CO,Colorado PERA Defined Contribution Plan,2020,2006,,,1,,,0,401(a),"State employees, certain community college employees, local government division members, and state university employees hired after January 1, 2006",,,7264,323944,,,,,State Division: 10%; Local Government Division: 8.5%; Safety Officers: 12%,,,"Employer contributions vary by year, and are published a year in advance. Current rates are: State Division: 10.15%; Local Government Division: 10.0%; Safety Officers: 12.85%",15753,16780,,,,
68,DE,DEFER 457(b) Plan,2015,1971,,,0,,,0,457(b),All State employees,,,11000,540918,,,,,,,,,38238,,,,,
68,DE,DEFER 457(b) Plan,2016,1971,,,0,,,0,457(b),All State employees,,,16300,546152,,,,,,,,,36884,,,,,
68,DE,DEFER 457(b) Plan,2017,1971,,,0,,,0,457(b),All State employees,,,16100,638793,,,,,,,,,37124,,,,,
68,DE,DEFER 457(b) Plan,2018,1971,,,0,,,0,457(b),All State employees,,,16300,613527,,,,,,,,,37479,,,,,
68,DE,DEFER 457(b) Plan,2019,1971,,,0,,,0,457(b),All State employees,,,16400,736224,,,,,,,,,38341,,,,,
68,DE,DEFER 457(b) Plan,2020,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
69,FL,Florida Deferred Compensation Plan,2015,,,,0,,,0,457(b),All State employees,,,82958,3591123,,,,,,,,,151531,,,,,
69,FL,Florida Deferred Compensation Plan,2016,,,,0,,,0,457(b),All State employees,,,85132,3859827,,,,,,,,,155931,,,,,
69,FL,Florida Deferred Compensation Plan,2017,,,,0,,,0,457(b),All State employees,,,88482,4305120,,,,,,,,,157898,,,,,
69,FL,Florida Deferred Compensation Plan,2018,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
69,FL,Florida Deferred Compensation Plan,2019,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
69,FL,Florida Deferred Compensation Plan,2020,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
70,GA,Georgia Peach State Reserves 457 Plan,2015,1974,,,0,,,0,457(b),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,13135,578579,,,,,,,,,17445,,,,,
70,GA,Georgia Peach State Reserves 457 Plan,2016,1974,,,0,,,0,457(b),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,13029,559710,,,,,,,,,17413,,,,,
70,GA,Georgia Peach State Reserves 457 Plan,2017,1974,,,0,,,0,457(b),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,12899,598622,,,,,,,,,18899,,,,,
70,GA,Georgia Peach State Reserves 457 Plan,2018,1974,,,0,,,0,457(b),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,12882,624394,,,,,,,,,20133,,,,,
70,GA,Georgia Peach State Reserves 457 Plan,2019,1974,,,0,,,0,457(b),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,12567,641191,,,,,,,,,20264,,,,,
70,GA,Georgia Peach State Reserves 457 Plan,2020,1974,,,0,,,0,457(b),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,12331,646293,,,,,,,,,20216,,,,,
71,GA,Georgia Peach State Reserves 401(k) Plan,2015,1994,,,1,,,0,401(k),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,51550,629219,,,,,,,,,64870,,,,,
71,GA,Georgia Peach State Reserves 401(k) Plan,2016,1994,,,1,,,0,401(k),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,55542,695346,,,,,,,,,79422,,,,,
71,GA,Georgia Peach State Reserves 401(k) Plan,2017,1994,,,1,,,0,401(k),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,61407,857396,,,,,,,,,93608,,,,,
71,GA,Georgia Peach State Reserves 401(k) Plan,2018,1994,,,1,,,0,401(k),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,65874,1018332,,,,,,,,,110848,,,,,
71,GA,Georgia Peach State Reserves 401(k) Plan,2019,1994,,,1,,,0,401(k),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,69662,1163937,,,,,,,,,119770,,,,,
71,GA,Georgia Peach State Reserves 401(k) Plan,2020,1994,,,1,,,0,401(k),"All full-time state and participating university system employees and other government employees eligible for membership in the ERS retirement plan, as well as employees of Fayette, Henry, and Walton County Boards of Education. Some part-time and hourly employees may be eligible.",,,71716,1290050,,,,,,,,,129639,,,,,
73,ID,PERSI Choice 401(k) Plan,2015,2001,,,1,,,0,401(k),"All active PERSI members are eligible to make voluntary 401(k) contibutions. The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,21939,691735,,,,,,,,,42874,,,,,
73,ID,PERSI Choice 401(k) Plan,2016,2001,,,1,,,0,401(k),"All active PERSI members are eligible to make voluntary 401(k) contibutions. The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,26546,720462,,,,,,,,,45299,,,,,
73,ID,PERSI Choice 401(k) Plan,2017,2001,,,1,,,0,401(k),"All active PERSI members are eligible to make voluntary 401(k) contibutions. The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,28047,835780,,,,,,,,,48333,,,,,
73,ID,PERSI Choice 401(k) Plan,2018,2001,,,1,,,0,401(k),"All active PERSI members are eligible to make voluntary 401(k) contibutions. The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,39554,938583,,,,,,,,,52141,,,,,
73,ID,PERSI Choice 401(k) Plan,2019,2001,,,1,,,0,401(k),"All active PERSI members are eligible to make voluntary 401(k) contibutions. The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,39041,1044120,,,,,,,,,59427,,,,,
73,ID,PERSI Choice 401(k) Plan,2020,2001,,,1,,,0,401(k),"All active PERSI members are eligible to make voluntary 401(k) contibutions. The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,32379,1113608,,,,,,,,,63949,,,,,
74,ID,PERSI Choice 414(k) Plan,2015,2001,,,0,,,0,414(k),"The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,26948,691735,,,,,,,,,0,,,,,
74,ID,PERSI Choice 414(k) Plan,2016,2001,,,0,,,0,414(k),"The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,23001,720462,,,,,,,,,0,,,,,
74,ID,PERSI Choice 414(k) Plan,2017,2001,,,0,,,0,414(k),"The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,22380,835780,,,,,,,,,0,,,,,
74,ID,PERSI Choice 414(k) Plan,2018,2001,,,0,,,0,414(k),"The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,39554,938583,,,,,,,,,0,,,,,
74,ID,PERSI Choice 414(k) Plan,2019,2001,,,0,,,0,414(k),"The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,39041,1044120,,,,,,,,,0,,,,,
74,ID,PERSI Choice 414(k) Plan,2020,2001,,,0,,,0,414(k),"The 414(k) component within the 401(k) plan is used for gain-sharing contributions when granted by PERSI (first one in FY 2001). These gain-sharing contributions are granted to everyone with at least 12 months of service, which explains the high membership.",,,32379,1113608,,,,,,,,,0,,,,,
75,ID,State of Idaho Deferred Compensation Plan,2015,1978,,,0,,,0,457(b),State employees and local employees of participating employers,,,,383101,,,,,,,,,0,,,,,
75,ID,State of Idaho Deferred Compensation Plan,2016,1978,,,0,,,0,457(b),State employees and local employees of participating employers,,,,411212,,,,,,,,,0,,,,,
75,ID,State of Idaho Deferred Compensation Plan,2017,1978,,,0,,,0,457(b),State employees and local employees of participating employers,,,,414200,,,,,,,,,14218,,,,,
75,ID,State of Idaho Deferred Compensation Plan,2018,1978,,,0,,,0,457(b),State employees and local employees of participating employers,,,,475792,,,,,,,,,20555,,,,,
75,ID,State of Idaho Deferred Compensation Plan,2019,1978,,,0,,,0,457(b),State employees and local employees of participating employers,,,,468673,,,,,,,,,18324,,,,,
75,ID,State of Idaho Deferred Compensation Plan,2020,1978,,,0,,,0,457(b),State employees and local employees of participating employers,,,,,,,,,,,,,0,,,,,
76,IL,State of Illinois Deferred Compensation 457 Plan,2015,1979,,,0,,,0,457(b),All State employees,,,52020,3954241,,,,,,,,,169911,,,,,
76,IL,State of Illinois Deferred Compensation 457 Plan,2016,1979,,,0,,,0,457(b),All State employees,,,52206,4142171,,,,,,,,,164653,,,,,
76,IL,State of Illinois Deferred Compensation 457 Plan,2017,1979,,,0,,,0,457(b),All State employees,,,52302,4572179,,,,,,,,,161289,,,,,
76,IL,State of Illinois Deferred Compensation 457 Plan,2018,1979,,,0,,,0,457(b),All State employees,,,53709,4266445,,,,,,,,,161184,,,,,
76,IL,State of Illinois Deferred Compensation 457 Plan,2019,1979,,,0,,,0,457(b),All State employees,,,59532,4922029,,,,,,,,,162339,,,,,
76,IL,State of Illinois Deferred Compensation 457 Plan,2020,1979,,,0,,,0,457(b),All State employees,,,56849,5397224,,,,,,,,,174349,,,,,
77,IN,Hoosier S.T.A.R.T. Deferred Compensation 457 Plan,2015,,,,0,,,0,457(b),State employees and participating local governments,,,,1024825,,,,,,,,,0,,,,,
77,IN,Hoosier S.T.A.R.T. Deferred Compensation 457 Plan,2016,,,,0,,,0,457(b),State employees and participating local governments,,,,1083309,,,,,,,,,0,,,,,
77,IN,Hoosier S.T.A.R.T. Deferred Compensation 457 Plan,2017,,,,0,,,0,457(b),State employees and participating local governments,,,,1238923,,,,,,,,,0,,,,,
77,IN,Hoosier S.T.A.R.T. Deferred Compensation 457 Plan,2018,,,,0,,,0,457(b),State employees and participating local governments,,,,1204371,,,,,,,,,0,,,,,
77,IN,Hoosier S.T.A.R.T. Deferred Compensation 457 Plan,2019,,,,0,,,0,457(b),State employees and participating local governments,,,,1437870,,,,,,,,,0,,,,,
77,IN,Hoosier S.T.A.R.T. Deferred Compensation 457 Plan,2020,,,,0,,,0,457(b),State employees and participating local governments,,,,,,,,,,,,,0,,,,,
79,KS,KPERS 457 Plan,2015,,,Kansas PERS,0,,,0,457(b),State employees and participating local employers,,,23900,1000000,,,,,,,,,0,,,,,
79,KS,KPERS 457 Plan,2016,,,Kansas PERS,0,,,0,457(b),State employees and participating local employers,,,23600,925000,,,,,,,,,0,,,,,
79,KS,KPERS 457 Plan,2017,,,Kansas PERS,0,,,0,457(b),State employees and participating local employers,,,24000,1000000,,,,,,,,,0,,,,,
79,KS,KPERS 457 Plan,2018,,,Kansas PERS,0,,,0,457(b),State employees and participating local employers,,,24500,1100000,,,,,,,,,0,,,,,
79,KS,KPERS 457 Plan,2019,,,Kansas PERS,0,,,0,457(b),State employees and participating local employers,,,25900,1100000,,,,,,,,,0,,,,,
79,KS,KPERS 457 Plan,2020,,,Kansas PERS,0,,,0,457(b),State employees and participating local employers,,,25324,1200000,,,,,,,,,0,,,,,
80,KY,Kentucky Public Employees' 457 Plan,2015,1975,,,0,,,0,457(b),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,933262,,,,,,,,,0,,,,,
80,KY,Kentucky Public Employees' 457 Plan,2016,1975,,,0,,,0,457(b),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,926483,,,,,,,,,0,,,,,
80,KY,Kentucky Public Employees' 457 Plan,2017,1975,,,0,,,0,457(b),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1009949,,,,,,,,,0,,,,,
80,KY,Kentucky Public Employees' 457 Plan,2018,1975,,,0,,,0,457(b),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1092604,,,,,,,,,0,,,,,
80,KY,Kentucky Public Employees' 457 Plan,2019,1975,,,0,,,0,457(b),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1137387,,,,,,,,,0,,,,,
80,KY,Kentucky Public Employees' 457 Plan,2020,1975,,,0,,,0,457(b),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,,,,,,,,,,0,,,,,
81,KY,Kentucky Public Employees' 401(k) Plan,2015,1986,,,0,,,0,401(k),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1688038,,,,,,,,,0,,,,,
81,KY,Kentucky Public Employees' 401(k) Plan,2016,1986,,,0,,,0,401(k),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1628802,,,,,,,,,0,,,,,
81,KY,Kentucky Public Employees' 401(k) Plan,2017,1986,,,0,,,0,401(k),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1725754,,,,,,,,,0,,,,,
81,KY,Kentucky Public Employees' 401(k) Plan,2018,1986,,,0,,,0,401(k),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1876288,,,,,,,,,0,,,,,
81,KY,Kentucky Public Employees' 401(k) Plan,2019,1986,,,0,,,0,401(k),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,1947581,,,,,,,,,0,,,,,
81,KY,Kentucky Public Employees' 401(k) Plan,2020,1986,,,0,,,0,401(k),"Employees of the Commonwealth of KY, its cities, counties, and local school districts",,,,,,,,,,,,,0,,,,,
82,LA,Louisiana Public Employees Deferred Compensation Plan,2015,1986,,,0,,,0,457(b),"Officers, employees, and independent contractors of the state or any of the state's political subdivisions",,,37910,1456312,,,,,,,,,101796,,,,,
82,LA,Louisiana Public Employees Deferred Compensation Plan,2016,1986,,,0,,,0,457(b),"Officers, employees, and independent contractors of the state or any of the state's political subdivisions",,,38101,1508355,,,,,,,,,93665,,,,,
82,LA,Louisiana Public Employees Deferred Compensation Plan,2017,1986,,,0,,,0,457(b),"Officers, employees, and independent contractors of the state or any of the state's political subdivisions",,,38285,1680074,,,,,,,,,95765,,,,,
82,LA,Louisiana Public Employees Deferred Compensation Plan,2018,1986,,,0,,,0,457(b),"Officers, employees, and independent contractors of the state or any of the state's political subdivisions",,,37168,1638255,,,,,,,,,88183,,,,,
82,LA,Louisiana Public Employees Deferred Compensation Plan,2019,1986,,,0,,,0,457(b),"Officers, employees, and independent contractors of the state or any of the state's political subdivisions",,,39263,1895087,,,,,,,,,96633,,,,,
82,LA,Louisiana Public Employees Deferred Compensation Plan,2020,1986,,,0,,,0,457(b),"Officers, employees, and independent contractors of the state or any of the state's political subdivisions",,,,2100334,,,,,,,,,99567,,,,,
83,ME,MaineSTART 457 Deferred Compensation Plan,2015,,,,0,,,0,457(b),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,559,27203,,,,,,,,,3166,,,,,
83,ME,MaineSTART 457 Deferred Compensation Plan,2016,,,,0,,,0,457(b),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,582,29149,,,,,,,,,3628,,,,,
83,ME,MaineSTART 457 Deferred Compensation Plan,2017,,,,0,,,0,457(b),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,604,34205,,,,,,,,,3219,,,,,
83,ME,MaineSTART 457 Deferred Compensation Plan,2018,,,,0,,,0,457(b),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,633,37969,,,,,,,,,3256,,,,,
83,ME,MaineSTART 457 Deferred Compensation Plan,2019,,,,0,,,0,457(b),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,700,41466,,,,,,,,,3713,,,,,
83,ME,MaineSTART 457 Deferred Compensation Plan,2020,,,,0,,,0,457(b),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,796,45629,,,,,,,,,3881,,,,,
84,ME,MaineSTART 401(a) Defined Contribution Plan,2015,,,,1,,,0,401(a),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,76,27203,,,,,,,,,3166,,,,,
84,ME,MaineSTART 401(a) Defined Contribution Plan,2016,,,,1,,,0,401(a),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,74,29149,,,,,,,,,3628,,,,,
84,ME,MaineSTART 401(a) Defined Contribution Plan,2017,,,,1,,,0,401(a),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,72,34205,,,,,,,,,3219,,,,,
84,ME,MaineSTART 401(a) Defined Contribution Plan,2018,,,,1,,,0,401(a),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,77,37969,,,,,,,,,3256,,,,,
84,ME,MaineSTART 401(a) Defined Contribution Plan,2019,,,,1,,,0,401(a),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,78,41466,,,,,,,,,3713,,,,,
84,ME,MaineSTART 401(a) Defined Contribution Plan,2020,,,,1,,,0,401(a),Employees of employers in the Participating Local District (PLD) Consolidated Plan that have adopted the plan,,,80,45629,,,,,,,,,3881,,,,,
85,ME,Maine Saves 457 Plan,2015,1975,,,0,,,0,457(b),All State employees,,,6553,409344,,,,,,,,,0,,,,,
85,ME,Maine Saves 457 Plan,2016,1975,,,0,,,0,457(b),All State employees,,,6598,418680,,,,,,,,,0,,,,,
85,ME,Maine Saves 457 Plan,2017,1975,,,0,,,0,457(b),All State employees,,,,,,,,,,,,,0,,,,,
85,ME,Maine Saves 457 Plan,2018,,,,0,,,0,457(b),All State employees,,,,,,,,,,,,,0,,,,,
85,ME,Maine Saves 457 Plan,2019,,,,0,,,0,457(b),All State employees,,,,,,,,,,,,,0,,,,,
85,ME,Maine Saves 457 Plan,2020,,,,0,,,0,457(b),All State employees,,,,,,,,,,,,,0,,,,,
86,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2015,1974,,,0,,,0,457(b),Eligible employees of the State,,,31694,1476705,,,,,,,,,66812,,,,,
86,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2016,1974,,,0,,,0,457(b),Eligible employees of the State,,,32558,1549601,,,,,,,,,66817,,,,,
86,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2017,1974,,,0,,,0,457(b),Eligible employees of the State,,,33577,1717681,,,,,,,,,72953,,,,,
86,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2018,1974,,,0,,,0,457(b),Eligible employees of the State,,,34857,1625216,,,,,,,,,74579,,,,,
86,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2019,1974,,,0,,,0,457(b),Eligible employees of the State,,,35557,1885318,,,,,,,,,83004,,,,,
86,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2020,1974,,,0,,,0,457(b),Eligible employees of the State,,,,,,,,,,,,,0,,,,,
87,MD,Maryland Teachers and State Employees Supplemental 401(k) Plan,2015,1985,,,0,,,0,401(k),Eligible employees of the State,,,33506,1566602,,,,,,,,,94255,,,,,
87,MD,Maryland Teachers and State Employees Supplemental 401(k) Plan,2016,1985,,,0,,,0,401(k),Eligible employees of the State,,,33139,1678790,,,,,,,,,85852,,,,,
87,MD,Maryland Teachers and State Employees Supplemental 401(k) Plan,2017,1985,,,0,,,0,401(k),Eligible employees of the State,,,32019,1911603,,,,,,,,,91833,,,,,
87,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2018,1985,,,0,,,0,401(k),Eligible employees of the State,,,32611,1807430,,,,,,,,,87096,,,,,
87,MD,Maryland Teachers and State Employees Supplemental 457 Plan,2019,1985,,,0,,,0,401(k),Eligible employees of the State,,,32548,2142849,,,,,,,,,96379,,,,,
87,MD,Maryland Teachers and State Employees Supplemental 401(k) Plan,2020,1985,,,0,,,0,401(k),Eligible employees of the State,,,,,,,,,,,,,0,,,,,
88,MD,Maryland Teachers and State Employees Supplemental 401(a) Plan,2015,1998,,,0,,,0,401(a),Eligible employees of the State,,,33681,171152,,,,,,,,,0,,,,,
88,MD,Maryland Teachers and State Employees Supplemental 401(a) Plan,2016,1998,,,0,,,0,401(a),Eligible employees of the State,,,32175,176934,,,,,,,,,0,,,,,
88,MD,Maryland Teachers and State Employees Supplemental 401(a) Plan,2017,1998,,,0,,,0,401(a),Eligible employees of the State,,,31435,195848,,,,,,,,,0,,,,,
88,MD,Maryland Teachers and State Employees Supplemental 401(a) Plan,2018,1998,,,0,,,0,401(a),Eligible employees of the State,,,29397,178289,,,,,,,,,0,,,,,
88,MD,Maryland Teachers and State Employees Supplemental 401(a) Plan,2019,1998,,,0,,,0,401(a),Eligible employees of the State,,,28755,207508,,,,,,,,,0,,,,,
88,MD,Maryland Teachers and State Employees Supplemental 401(a) Plan,2020,1998,,,0,,,0,401(a),Eligible employees of the State,,,,,,,,,,,,,0,,,,,
90,MI,Michigan SERS DC Plan and 401(k) Deferred Compensation Plan,2015,1976,,,0,,,0,401(k),"All state of MI employees and judges, public school employees (as of 2010), state police (as of 2012), employees of the Education Achievement Authority (as of 2012)",,,47477,,,,,,,,,,0,,,,,
90,MI,Michigan SERS DC Plan and 401(k) Deferred Compensation Plan,2016,1976,,,0,,,0,401(k),"All state of MI employees and judges, public school employees (as of 2010), state police (as of 2012), employees of the Education Achievement Authority (as of 2012)",,,71667,4990655,,,,,,,,,179820,,,,,
90,MI,Michigan SERS DC Plan and 401(k) Deferred Compensation Plan,2017,1976,,,0,,,0,401(k),"All state of MI employees and judges, public school employees (as of 2010), state police (as of 2012), employees of the Education Achievement Authority (as of 2012)",,,72419,5727332,,,,,,,,,202222,,,,,
90,MI,Michigan SERS DC Plan and 401(k) Deferred Compensation Plan,2018,1976,,,0,,,0,401(k),"All state of MI employees and judges, public school employees (as of 2010), state police (as of 2012), employees of the Education Achievement Authority (as of 2012)",,,72411,6296180,,,,,,,,,226633,,,,,
90,MI,Michigan SERS DC Plan and 401(k) Deferred Compensation Plan,2019,1976,,,0,,,0,401(k),"All state of MI employees and judges, public school employees (as of 2010), state police (as of 2012), employees of the Education Achievement Authority (as of 2012)",,,75093,6467789,,,,,,,,,249081,,,,,
90,MI,Michigan SERS DC Plan and 401(k) Deferred Compensation Plan,2020,1976,,,0,,,0,401(k),"All state of MI employees and judges, public school employees (as of 2010), state police (as of 2012), employees of the Education Achievement Authority (as of 2012)",,,,,,,,,,,,,0,,,,,
91,MI,Michigan Public Schools DC 401(k) Plan,2015,1976,,,1,,,0,401(k),All public school employees (as of 2010),,,83528,88730,,,,,,,,,0,,,,,
91,MI,Michigan Public Schools DC 401(k) Plan,2016,1976,,,1,,,0,401(k),All public school employees (as of 2010),,,94692,138170,,,,,,,,,0,,,,,
91,MI,Michigan Public Schools DC 401(k) Plan,2017,1976,,,1,,,0,401(k),All public school employees (as of 2010),,,104151,201465,,,,,,,,,0,,,,,
91,MI,Michigan Public Schools DC 401(k) Plan,2018,1976,,,1,,,0,401(k),All public school employees (as of 2010),,,90888,277555,,,,,,,,,0,,,,,
91,MI,Michigan Public Schools DC 401(k) Plan,2019,1976,,,1,,,0,401(k),All public school employees (as of 2010),,,103894,368992,,,,,,,,,0,,,,,
91,MI,Michigan Public Schools DC 401(k) Plan,2020,1976,,,0,,,0,401(k),All public school employees (as of 2010),,,,,,,,,,,,,0,,,,,
92,MI,State of Michigan 457(b) Plan,2015,1974,,,0,,,0,457(b),"All state employees and judges, eligible Michigan public school employees (as of 2010), employees of the Education Achievement Authority (as of 2012), state police (as of 2012), and participating public school employers (as of 2014)",,,107594,1794217,,,,,,,,,86054,,,,,
92,MI,State of Michigan 457(b) Plan,2016,1974,,,0,,,0,457(b),"All state employees and judges, eligible Michigan public school employees (as of 2010), employees of the Education Achievement Authority (as of 2012), state police (as of 2012), and participating public school employers (as of 2014)",,,119728,1901579,,,,,,,,,93202,,,,,
92,MI,State of Michigan 457(b) Plan,2017,1974,,,0,,,0,457(b),"All state employees and judges, eligible Michigan public school employees (as of 2010), employees of the Education Achievement Authority (as of 2012), state police (as of 2012), and participating public school employers (as of 2014)",,,129787,2088553,,,,,,,,,119752,,,,,
92,MI,State of Michigan 457(b) Plan,2018,1974,,,0,,,0,457(b),"All state employees and judges, eligible Michigan public school employees (as of 2010), employees of the Education Achievement Authority (as of 2012), state police (as of 2012), and participating public school employers (as of 2014)",,,115936,1872603,,,,,,,,,45037,,,,,
92,MI,State of Michigan 457(b) Plan,2019,1974,,,0,,,0,457(b),"All state employees and judges, eligible Michigan public school employees (as of 2010), employees of the Education Achievement Authority (as of 2012), state police (as of 2012), and participating public school employers (as of 2014)",,,130483,1789502,,,,,,,,,46294,,,,,
92,MI,State of Michigan 457(b) Plan,2020,1974,,,0,,,0,457(b),"All state employees and judges, eligible Michigan public school employees (as of 2010), employees of the Education Achievement Authority (as of 2012), state police (as of 2012), and participating public school employers (as of 2014)",,,,,,,,,,,,,0,,,,,
93,MN,Minnesota Deferred Compensation Fund,2015,1971,,,0,,,0,457(b),All state employees and political subdivisions located in Minnesota,,,82641,5937977,,,,,,,,,246013,,,,,
93,MN,Minnesota Deferred Compensation Fund,2016,1971,,,0,,,0,457(b),All state employees and political subdivisions located in Minnesota,,,84053,5993015,,,,,,,,,240934,,,,,
93,MN,Minnesota Deferred Compensation Fund,2017,1971,,,0,,,0,457(b),All state employees and political subdivisions located in Minnesota,,,86209,6597014,,,,,,,,,270665,,,,,
93,MN,Minnesota Deferred Compensation Fund,2018,1971,,,0,,,0,457(b),All state employees and political subdivisions located in Minnesota,,,88993,7018452,,,,,,,,,283558,,,,,
