"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","total_benefit_payments"
"1746",2004,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.195,943536048,830649296,0.0825,258985220,0.0375,0.1383,0.1596,-40353832
"1747",2005,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.122,1017254365,911635016,0.0825,265123725,0.0375,0.1401,0.1762,-44237122
"1748",2006,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.126,1085648196,1008867000,0.0825,281291831,0.0425,0.1469,0.1807,-48044000
"1749",2007,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.1584,1179223489,1188951349,0.0825,298234571,0.0425,0.1486,0.174,-52075698
"1750",2008,"Rhode Island Municipal Employees Retirement System*","Rhode Island",-0.0539,1266286829,1119041108,0.0825,304952020,0.0425,0.1485,0.1683,-55483967
"1751",2009,"Rhode Island Municipal Employees Retirement System*","Rhode Island",-0.1918,1355652690,892167809,0.0825,306587441,0.0425,0.1502,0.1891,-60900085
"1752",2010,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.1346,1626621370,1000481000,0.075,305813678,0.0375,0.1769,0.2919,-67627000
"1753",2011,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.204,1428879301,1169954000,0.075,305394098,0.0375,0.1137,0.1565,-74042000
"1754",2012,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.0155,1500474379,1164818684,0.075,306230016,0.0375,0.1185,0.1742,-79973947
"1755",2013,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.111,1552823028,1249295658,0.075,310808437,0,0.1163,0.1749,-85419692
"1756",2014,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.1512,1593790437,1393744947,0.075,313673601,0,0.1135,0.1684,-87151573
"1757",2015,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.0222,1678940147,1392224913,0.075,323880124,0.035,0.1168,0.1726,-87673886
"1758",2016,"Rhode Island Municipal Employees Retirement System*","Rhode Island",-0.0027,1750384696,1357876323,0.075,329126319,0.035,0.1169,0.1793,-94569993
"1759",2017,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.1162,1914332642,1480293037,0.07,344325485,0.03,0.1244,0.1873,-103474511
"1760",2018,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.0803,1974512241,1560456739,0.07,355100725,0.03,0.1225,0.1896,-101670853
"1761",2019,"Rhode Island Municipal Employees Retirement System*","Rhode Island",0.000620876136363636,2113799732.09425,1528359428.68127,0.07,376392217.11,0.03,0.1203,0.1904,-104720978.59
"1762",2001,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0736,2324257000,2234189000,0.0725,757335000,0.0525,0.1493,0.168,-95340000
"1763",2002,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0085,2527876000,2273587000,0.0725,757393000,0.0525,0.1493,0.168,-112166000
"1764",2003,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0832,2744849000,2461222000,0.0725,800394000,0.04,0.1369,0.168,-125671000
"1765",2004,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0864,2984584000,2663898000,0.0725,822448000,0.04,0.1362,0.168,-141461000
"1766",2005,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0663,3173930000,2821892000,0.0725,850610000,0.04,0.1362,0.168,-152588000
"1767",2006,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.051,3466281000,2948324000,0.0725,931815000,0.04,0.1364,0.168,-167073000
"1768",2007,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.1335,3730544000,3303981000,0.0725,992849000,0.04,0.1358,0.1715,-181388000
"1769",2008,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",-0.0256,4318955000,3196071000,0.08,1060747000,0.04,0.1361,0.1763,-195989000
"1770",2009,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",-0.1904,4564111000,2530632000,0.08,1084154000,0.04,0.1354,0.1851,-213593000
"1771",2010,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.1462,4850457000,2851474000,0.08,1076467000,0.04,0.1374,0.188,-226996000
"1772",2011,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.1859,5122501000,3317533000,0.075,1087587000,0.035,0.1339,0.188,-246519000
"1773",2012,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0061,5357492000,3269990000,0.075,1019241000,0.035,0.1433,0.2182,-267433000
"1774",2013,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0999,5663756000,3526448000,0.075,1033189000,0.035,0.1448,0.2248,-299616000
"1775",2014,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.1529,5905828000,3985102000,0.075,1076885000,0.035,0.1431,0.2248,-315626000
"1776",2015,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.016,6162095000,3971825000,0.075,1105703000,0.035,0.1416,0.2248,-326979000
"1777",2016,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",-0.0039,6567397000,3876036000,0.075,1187195000,0.03,0.1402,0.2356,-341496000
"1778",2017,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.1188,7109612000,4274123000,0.0725,1263314000,0.03,0.1473,0.2699,-356853000
"1779",2018,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0782,7378084000,4570431000,0.0725,1306961000,0.03,0.1461,0.2799,-374034000
"1780",2019,"South Carolina Police Officers Retirement System (PORS)*","South Carolina",0.0584,7737415000,4815809000,0.0725,1378255000,NA,0.1454,0.2899,-390940000
"1781",2001,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0752,21162147000,18689841000,0.0725,6017537000,0.04,0.1061,0.1355,-924240000
"1782",2002,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0093,22446574000,18540339000,0.0725,6147712000,0.04,0.1061,0.1355,-1153538000
"1783",2003,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0898,24398931000,19770825000,0.0725,6240768000,0.04,0.1031,0.1355,-1266348000
"1784",2004,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0879,25977852000,20961399000,0.0725,6180599000,0.04,0.098,0.137,-1405958000
"1785",2005,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0703,30217471000,21820483000,0.0725,6356489000,0.04,0.1048,0.1395,-1514219000
"1786",2006,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0511,32018519000,22251562000,0.0725,6733379000,0.04,0.1064,0.147,-1639238000
"1787",2007,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.1335,33766678000,24543169000,0.0725,7093181000,0.04,0.1062,0.1571,-1747192000
"1788",2008,"South Carolina Retirement Systems (SCRS)*","South Carolina",-0.0256,35663419000,23247147000,0.08,7559172000,0.04,0.0986,0.1589,-1853892000
"1789",2009,"South Carolina Retirement Systems (SCRS)*","South Carolina",-0.1904,37150315000,17817479000,0.08,7761808000,0.04,0.0986,0.1619,-1974354000
"1790",2010,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.1462,38774029000,19681137000,0.08,7769820000,0.04,0.1001,0.171,-2034339000
"1791",2011,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.1859,38011610000,22395029000,0.075,7687558000,0.035,0.1068,0.171,-2149684000
"1792",2012,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0064,39457708000,21536908000,0.075,7356231000,0.035,0.1005,0.189,-2274814000
"1793",2013,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0999,41196062000,22791322000,0.075,7434820000,0.035,0.0994,0.1922,-2460990000
"1794",2014,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.1529,42889614000,25738521000,0.075,7539996000,0.035,0.0987,0.1922,-2481386000
"1795",2015,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.016,44119176000,25131828000,0.075,7765588000,0.035,0.0983,0.1928,-2610950000
"1796",2016,"South Carolina Retirement Systems (SCRS)*","South Carolina",-0.0039,45859906000,23996362000,0.075,8213042000,0.03,0.1027,0.2108,-2689478000
"1797",2017,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.1188,48374725000,25732829000,0.0725,8592885000,0.03,0.1072,0.2356,-2930343000
"1798",2018,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0782,49104763000,26414916000,0.0725,9183081000,0.03,0.1066,0.2456,-3449289000
"1799",2019,"South Carolina Retirement Systems (SCRS)*","South Carolina",0.0584,50438807000,27238916000,0.0725,9272010000,NA,0.1064,0.2556,-2960542000
"1800",2001,"South Dakota Retirement System (RS)*","South Dakota",-0.029,4688400000,4939705889,0.08,1029700000,0,0.09441,0.10723,-153192955
"1801",2002,"South Dakota Retirement System (RS)*","South Dakota",-0.049,4576900000,4624899872,0.08,1080100000,0,0.11528,0.11672,-166265639
"1802",2003,"South Dakota Retirement System (RS)*","South Dakota",0.05,4818900000,4784187048,0.08,1117300000,0,0.11667,0.12697,-181275287
"1803",2004,"South Dakota Retirement System (RS)*","South Dakota",0.166,5051700000,5518225955,0.08,1.164e+09,0,0.11861,0.12729,-198454410
"1804",2005,"South Dakota Retirement System (RS)*","South Dakota",0.133,5571800000,6159934879,0.0775,1206100000,0,0.11843,0.1271,-217550207
"1805",2006,"South Dakota Retirement System (RS)*","South Dakota",0.131,5859900000,6844629634,0.0775,1229900000,0,0.11429,0.12848,-234825875
"1806",2007,"South Dakota Retirement System (RS)*","South Dakota",0.2139,6718800000,8158168676,0.0775,1297300000,0,0.11458,0.12844,-253545120
"1807",2008,"South Dakota Retirement System (RS)*","South Dakota",-0.0865,6976800000,7312107461,0.0775,1363900000,0,0.11252,0.12841,-273236767
"1808",2009,"South Dakota Retirement System (RS)*","South Dakota",-0.2036,7387400000,5648767146,0.0775,1450700000,0,0.11547,0.13077,-306769037
"1809",2010,"South Dakota Retirement System (RS)*","South Dakota",0.187,7393300000,6496634989,0.0775,1491100000,0,0.11502,0.12999,-325951211
"1810",2011,"South Dakota Retirement System (RS)*","South Dakota",0.258,7712600000,7936269496,0.0775,1490500000,0,0.11499,0.13338,-345942871
"1811",2012,"South Dakota Retirement System (RS)*","South Dakota",0.019,8.453e+09,7842524241,0.0725,1.503e+09,0,0.10029,0.12831,-371417148
"1812",2013,"South Dakota Retirement System (RS)*","South Dakota",0.1902,8803700000,9085706708,0.0725,1519700000,0,0.10204,0.13296,-397620115
"1813",2014,"South Dakota Retirement System (RS)*","South Dakota",0.189,9887095388,10607554492,0.0725,1587075036,0,0.10811,0.17528,-425823928
"1814",2015,"South Dakota Retirement System (RS)*","South Dakota",0.042,10352405041,10776533615,0.0725,1654800000,0,0.10735,0.18144,-456297424
"1815",2016,"South Dakota Retirement System (RS)*","South Dakota",0.003,10851252302,10513462127,0.0725,1724400000,0,0.10744,0.11435,-487053001
"1816",2017,"South Dakota Retirement System (RS)*","South Dakota",0.1381,11634963501,11644038604,0.065,1849400000,3,0.11641,0.13196,-517012353
"1817",2018,"South Dakota Retirement System (RS)*","South Dakota",0.0794,12233387024,12235719255,0.065,1902709705,0.03,0.11835,0.13086,-542300333
"1818",2019,"South Dakota Retirement System (RS)*","South Dakota",0.0488,12461820956,12472799657,0.065,1946729245,NA,0.1171,0.131,-572351398
"1819",2001,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",-0.041,15390417000,11854970596,0.0825,2582831000,0,0.1504,0.212,-858979906
"1820",2002,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",-0.076,16263239000,10628494051,0.0825,2777667000,0,0.15,0.2209,-920593341
"1821",2003,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.027,17196812000,10520677610,0.0825,2977885000,0,0.1447,0.2345,-1003327453
"1822",2004,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.182,18067486000,11893396892,0.0825,3017087000,0,0.1485,0.2435,-1075298667
"1823",2005,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.109,18699765000,12685912589,0.0825,3132169000,0,0.1501,0.2345,-1139814334
"1824",2006,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.143,19390781000,14007612748,0.0825,2892959000,0,0.1538,0.2495,-1204472977
"1825",2007,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.197,20772330000,16148730217,0.0825,3224566000,0,0.1537,0.2392,-1295552338
"1826",2008,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",-0.048,22090516000,14996249719,0.0825,3675014000,0,0.1423,0.2397,-1385666955
"1827",2009,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",-0.223,22839411000,11250281297,0.0825,3912326000,0,0.1417,0.2867,-1464106312
"1828",2010,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.126,23674842000,12021431384,0.0825,3977819000,0,0.1442,0.3215,-1532526141
"1829",2011,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.268,24096754000,14577210581,0.0825,3902647000,0,0.1424,0.3293,-1615778191
"1830",2012,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.001,24540080000,14188983721,0.0825,3808761000,0,0.1368,0.3556,-1682528254
"1831",2013,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.139,26017708000,15490236860,0.08,3726326000,0,0.1302,0.3568,-1800166804
"1832",2014,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.199,28119537000,17900035458,0.0775,3764955000,0,0.1221,0.3418,-1877113903
"1833",2015,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.031,28646296897,17896379678,0.0775,3815649662,0,0.1215,0.3338,-1958935967
"1834",2016,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.016,29272400000,17537950955,0.0775,3869700000,0,0.1206,0.3379,-2002919258
"1835",2017,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.165,29762600000,19513345675,0.077,3901600000,0.025,0.1212,0.3438,-2066256450
"1836",2018,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.121,30871879907,21046702165,0.0765,3998051313,0.03,0.11,0.3389,-2120356509
"1837",2019,"Teachers’ Retirement System of Louisiana (TRSL)*","Louisiana",0.066,31574146857,21652482372,0.0755,4071754355,NA,0.1116,0.3328,-2166640594
"1838",2001,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",-0.0157,3528137000,3160228000,0.075,1545593000,0,0.0694526433944702,0.0722579658031464,-97250000
"1839",2002,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",-0.0192,3725806000,3138711000,0.075,1638364000,0,0,0,-106554000
"1840",2003,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.049,3923475000,3335230000,0.075,1731135000,0,0.0988385751843452,0.102682448923588,-116395000
"1841",2004,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0932,4186801000,3691836000,0.075,1811051500,0,0,0,-127513000
"1842",2005,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0726,4450127000,4043106000,0.075,1890968000,0,0.11554067581892,0.120085507631302,-137657000
"1843",2006,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0694,4962873276,4405169000,0.075,1986466050,0,0,0,-151511000
"1844",2007,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1315,5475619551,5094705000,0.075,2081964100,0,0.11178,0.13521,-167667000
"1845",2008,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",-0.0121,5809697544,5120945000,0.075,2182022833,0,0,0,-184219000
"1846",2009,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",-0.1527,6143775537,4420493000,0.075,2282081565,0,0.11555,0.1438,-202839000
"1847",2010,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1024,6752741150,4964517000,0.075,2318510402,0,0,0,-217984000
"1848",2011,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1959,7361706762,6024488000,0.075,2354939238,0,0.08189,0.13981,-237531000
"1849",2012,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0561,7575790219,6416124000,0.075,2364943409,0,0,0,-255782000
"1850",2013,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0992,7789873675,7080898000,0.075,2374947580,0,0.08447,0.13568,-281661000
"1851",2014,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1665,8142483915,8259501000,0.075,2411045770,0,0,0,-326639000
"1852",2015,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0333,8495094154,8482637000,0.075,2447143959,0,0.08766,0.1249,-350654000
"1853",2016,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0279,8919092740,8667665000,0.075,2589518651,0,0.08669,0.11967,-371881000
"1854",2017,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1142,9656487697,9607112000,0.075,2742143427,0,0.08827,0.11974,-394113000
"1855",2018,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0819,10157051536,10345284000,0.0725,2832712000,0.03,0.08766,0.11361,-418371000
"1856",2019,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.000620876136363636,10712042288.1906,10252233286.4905,0.0725,2917693360,0.03,0.08766,0.11361,-430922130
"1857",2001,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.0157,20842216000,20577977000,0.075,4451452000,0,0.0704192370176315,0.07323,-659134000
"1858",2002,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.0192,21496980500,19909375000,0.075,4612374500,0,0,0,-711538000
"1859",2003,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.049,22151745000,20443254000,0.075,4773297000,0,0.101516619324684,0.10536,-764837000
"1860",2004,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0932,22909356000,21894680000,0.075,5009643000,0,0,0,-826938000
"1861",2005,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0726,23666967000,23173156000,0.075,5245989000,0,0.11712708324194,0.12167,-891259000
"1862",2006,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0694,25453559000,24415466000,0.075,5494427500,0,0,0,-972680000
"1863",2007,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1315,27240151000,27271264000,0.075,5742866000,0,0.102818250656128,0.12167,-1062764000
"1864",2008,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.0121,28147558850,26513184000,0.075,5898696858,0,0,0,-1148496000
"1865",2009,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.1527,29054966700,21948733000,0.075,6054527716,0,0.0997415259480476,0.14564,-1254824000
"1866",2010,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1024,30881295775,23609678000,0.075,6056437713,0,0,0,-1317203000
"1867",2011,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1959,32707624850,27638820000,0.075,6058347710,0,0.0686125755310059,0.14331,-1415339000
"1868",2012,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0561,33415592528,28496649000,0.075,6147638628,0,0,0,-1514027000
"1869",2013,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0992,34123560205,30484007000,0.075,6236929546,0,0.09381,0.14434,-1642082000
"1870",2014,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1665,35100413142,34645656000,0.075,6084166462,0,0,0,-1734251000
"1871",2015,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0333,36077266079,34761304000,0.075,5931403378,0,0.09399,0.14225,-1845160000
"1872",2016,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0279,36975611012,34638544000,0.075,5744740449,0,0.09419,0.1522,-1940825000
"1873",2017,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1142,38931505935,37407140000,0.075,5653770634,0,0.0955,0.15783,-2016487000
"1874",2018,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0819,40265300246,39377312000,0.0725,5669800146,0.03,0.09534,0.15722,-2101931000
"1875",2019,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.000620876136363636,41519043350.7088,38154532654.8787,0.0725,5839894150.38,0.03,0.09534,0.15722,-2164988930
"1876",2001,"Texas County and District Retirement System*","Texas",0.0297,9023600000,8610644841,0.08,3060800000,0.04,0,0,-308857259
"1877",2002,"Texas County and District Retirement System*","Texas",0.016,9898400000,8901899491,0.08,3284900000,0.04,0.12401,0.14511,-273660986
"1878",2003,"Texas County and District Retirement System*","Texas",0.202,10813500000,10871669835,0.08,3440900000,0.04,0.12429,0.14159,-309442588
"1879",2004,"Texas County and District Retirement System*","Texas",0.128,11825100000,12431196197,0.08,3.622e+09,0.04,0.12471,0.14271,-343058703
"1880",2005,"Texas County and District Retirement System*","Texas",0.073,12872100000,13474444693,0.08,3777400000,0.04,0.13787,0.16277,-385912355
"1881",2006,"Texas County and District Retirement System*","Texas",0.14,14035200000,15502631858,0.08,4054300000,0.04,0.13861,0.15901,-430533508
"1882",2007,"Texas County and District Retirement System*","Texas",0.081,15364500000,16910163510,0.08,4420500000,0.04,0.13984,0.16064,-475778919
"1883",2008,"Texas County and District Retirement System*","Texas",-0.289,16767900000,12054818375,0.08,4830300000,0.04,0.14034,0.17264,-520641907
"1884",2009,"Texas County and District Retirement System*","Texas",0.267,18448100000,15555539512,0.08,5.168e+09,0.04,0.1414,0.171,-578763438
"1885",2010,"Texas County and District Retirement System*","Texas",0.128,19931200000,17729759611,0.08,5213900000,0.04,0.1369,0.1713,-633311461
"1886",2011,"Texas County and District Retirement System*","Texas",-0.01,21409500000,17626066007,0.08,5202500000,0.04,0.1368,0.1757,-715798140
"1887",2012,"Texas County and District Retirement System*","Texas",0.126,2.2953e+10,19885315446,0.08,5283600000,0.04,0.1369,0.1811,-790040154
"1888",2013,"Texas County and District Retirement System*","Texas",0.164,24514800000,23145956373,0.08,5483800000,0.035,0.1348,0.1779,-879946561
"1889",2014,"Texas County and District Retirement System*","Texas",0.068,26252800000,24715158467,0.08,5.779e+09,0.035,0.1382,0.1796,-964456438
"1890",2015,"Texas County and District Retirement System*","Texas",-0.007,28632500000,24529677668,0.08,6122300000,0.035,0.1354,0.1817,-1069109567
"1891",2016,"Texas County and District Retirement System*","Texas",0.075,30473900000,26287148901,0.08,6378400000,0,0.1353,0.1851,-1165122756
"1892",2017,"Texas County and District Retirement System*","Texas",0.147,32539900000,30000370381,0.08,6676500000,0,0.133,0.1835,-1292808020
"1893",2018,"Texas County and District Retirement System*","Texas",-0.019,34541100000,29260546258,0.08,6.921e+09,0.03,0.1332,0.1893,-1408718893
"1894",2019,"Texas County and District Retirement System*","Texas",0.000620876136363636,36783269049.6334,29177151117.9837,0.08,7128630000,0.03,0.1332,0.1893,-1450980459.79
"1895",2001,"Texas Employees Retirement System (ERS)*","Texas",-0.0691,17527696000,18061522186,0.08,4946244000,0.04,0.12667,0.12,-829784650
"1896",2002,"Texas Employees Retirement System (ERS)*","Texas",-0.0717,18449521000,16447568765,0.08,4979532000,0.04,0.12709,0.12,-910597786
"1897",2003,"Texas Employees Retirement System (ERS)*","Texas",0.092,19959112000,17467352722,0.08,4800612000,0.04,0.12258,0.12817,-1012564871
"1898",2004,"Texas Employees Retirement System (ERS)*","Texas",0.1169,20591848000,18797737524,0.08,4616761000,0.04,0.1245,0.13121,-1192262595
"1899",2005,"Texas Employees Retirement System (ERS)*","Texas",0.1271,21969670000,20448700225,0.08,4842525000,0.04,0.1228,0.13587,-1208600363
"1900",2006,"Texas Employees Retirement System (ERS)*","Texas",0.0883,22884917000,21548112355,0.08,5051330000,0.04,0.1198,0.132,-1253322702
"1901",2007,"Texas Employees Retirement System (ERS)*","Texas",0.1388,23987165000,23479671451,0.08,5253723000,0.04,0.1198,0.131,-1373713191
"1902",2008,"Texas Employees Retirement System (ERS)*","Texas",-0.0458,25403280000,21464265123,0.08,5379527000,0.035,0.1337,0.1545,-1362182470
"1903",2009,"Texas Employees Retirement System (ERS)*","Texas",-0.066,26191650000,19097775053,0.08,5814417000,0.035,0.1238,0.1584,-1435235413
"1904",2010,"Texas Employees Retirement System (ERS)*","Texas",0.0665,27668876000,19580610447,0.08,5930141000,0.035,0.123,0.1707,-1508670753
"1905",2011,"Texas Employees Retirement System (ERS)*","Texas",0.1258,28398213000,21204091002,0.08,5795185000,0.035,0.1231,0.1747,-1597679057
"1906",2012,"Texas Employees Retirement System (ERS)*","Texas",0.0822,29377069000,21825643968,0.08,5676509000,0.035,0.1231,0.1825,-1716466583
"1907",2013,"Texas Employees Retirement System (ERS)*","Texas",0.1007,30987987000,22868542011,0.08,5959743000,0.035,0.1157,0.1873,-1823062578
"1908",2014,"Texas Employees Retirement System (ERS)*","Texas",0.147,32924737211,25050116469,0.08,6171443191,0.035,0.1158,0.1876,-1936746609
"1909",2015,"Texas Employees Retirement System (ERS)*","Texas",0.0049,33868359950,23998481161,0.08,6659646892,0.035,0.1227,0.1962,-2046119455
"1910",2016,"Texas Employees Retirement System (ERS)*","Texas",0.0532,35303165362,24465580124,0.08,6806457317,0.035,0.1228,0.1988,-2151604135
"1911",2017,"Texas Employees Retirement System (ERS)*","Texas",0.1215,37629785374,26371827298,0.08,6796226304,0.025,0.1395,0.2321,-2260883759
"1912",2018,"Texas Employees Retirement System (ERS)*","Texas",0.0958,38989263562,27753334784,0.075,6875886920,0.03,0.1386,0.2312,-2379144426
"1913",2019,"Texas Employees Retirement System (ERS)*","Texas",0.0304,39801358678,27351224157,0.075,6984576697,NA,0.1376,0.2326,-2500214595
"1914",2001,"Texas Municipal Retirement System (TMRS)*","Texas",0.085,10866900000,8635264497,0.08,3.061e+09,0,0,0,-363512078
"1915",2002,"Texas Municipal Retirement System (TMRS)*","Texas",0.173,11868100000,10204869010,0.08,3277400000,0,0,0,-359597706
"1916",2003,"Texas Municipal Retirement System (TMRS)*","Texas",0.017,13100100000,10557514220,0.07,3426600000,0,0,0,-402230346
"1917",2004,"Texas Municipal Retirement System (TMRS)*","Texas",0.128,14036900000,11934596742,0.07,3580300000,0,0,0,-442064141
"1918",2005,"Texas Municipal Retirement System (TMRS)*","Texas",0.106,15095200000,13266433447,0.07,3721900000,0,0,0,-501684699
"1919",2006,"Texas Municipal Retirement System (TMRS)*","Texas",0.008,16219700000,13508839846,0.07,3949200000,0,0,0,-543688250
"1920",2007,"Texas Municipal Retirement System (TMRS)*","Texas",0.078,19278800000,14715861381,0.07,4221300000,0.03,0.16068,0.22528,-596172435
"1921",2008,"Texas Municipal Retirement System (TMRS)*","Texas",-0.013,20360800000,14609961771,0.07,4.53e+09,0.03,0.16507,0.23327,-649259956
"1922",2009,"Texas Municipal Retirement System (TMRS)*","Texas",0.102,21525100000,16305675643,0.07,4.769e+09,0.03,0.16413,0.22983,-686996457
"1923",2010,"Texas Municipal Retirement System (TMRS)*","Texas",0.09,20481500000,17992493870,0.07,4797900000,0.03,0.15639,0.19889,-744779393
